TimeStamp,srcIp,dstIp,srcPort,dstPort,result
2023-07-07 19:32:11.884780,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,54769,53,BENIGN
2023-07-07 19:32:11.884835,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,33589,53,BENIGN
2023-07-07 19:32:12.103195,8.8.8.8,192.168.43.77,53,47148,BENIGN
2023-07-07 19:32:12.104567,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,33589,BENIGN
2023-07-07 19:32:12.104601,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,54769,BENIGN
2023-07-07 19:32:12.104601,8.8.8.8,192.168.43.77,53,50773,BENIGN
2023-07-07 19:32:12.113964,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2a03:2880:f144:82:face:b00c:0:25de,52324,443,BENIGN
2023-07-07 19:32:12.192219,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:81a::200e,56384,443,BENIGN
2023-07-07 19:32:12.362980,192.168.43.77,157.240.198.35,51318,443,BENIGN
2023-07-07 19:32:12.385891,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:90d6:c099:810c:0:73c5:6b1b,51318,443,BENIGN
2023-07-07 19:32:12.422463,2a03:2880:f144:82:face:b00c:0:25de,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,52324,BENIGN
2023-07-07 19:32:12.551755,157.240.198.35,192.168.43.77,443,51318,BENIGN
2023-07-07 19:32:12.746206,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4003:c00::9b,33922,443,BENIGN
2023-07-07 19:32:12.816740,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2a03:2880:f044:10:face:b00c:0:3,33922,443,BENIGN
2023-07-07 19:32:12.919298,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:90d6:c099:810c:0:73c5:6b1b,39938,443,BENIGN
2023-07-07 19:32:12.937348,192.168.43.77,8.8.8.8,58417,53,BENIGN
2023-07-07 19:32:12.937444,192.168.43.77,8.8.8.8,60363,53,BENIGN
2023-07-07 19:32:12.937526,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,45205,53,BENIGN
2023-07-07 19:32:12.937593,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,37464,53,BENIGN
2023-07-07 19:32:12.959708,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,45205,BENIGN
2023-07-07 19:32:12.960158,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,37464,BENIGN
2023-07-07 19:32:12.964872,8.8.8.8,192.168.43.77,53,58417,BENIGN
2023-07-07 19:32:12.967556,8.8.8.8,192.168.43.77,53,60363,BENIGN
2023-07-07 19:32:13.046044,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4003:c00::9b,52324,443,BENIGN
2023-07-07 19:32:13.046606,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:814::2008,33922,443,BENIGN
2023-07-07 19:32:13.096486,2606:4700:90d6:c099:810c:0:73c5:6b1b,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,39938,BENIGN
2023-07-07 19:32:13.419765,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:8392:e6aa:b639:60c:6813:9a53,50806,443,BENIGN
2023-07-07 19:32:13.563980,2606:4700:8392:e6aa:b639:60c:6813:9a53,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,50806,BENIGN
2023-07-07 19:32:13.649207,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4003:c00::9b,50806,443,BENIGN
2023-07-07 19:32:13.890350,192.168.43.77,8.8.8.8,51145,53,BENIGN
2023-07-07 19:32:13.890416,192.168.43.77,8.8.8.8,36058,53,BENIGN
2023-07-07 19:32:13.890481,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,41610,53,BENIGN
2023-07-07 19:32:13.890523,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,51487,53,BENIGN
2023-07-07 19:32:13.945440,8.8.8.8,192.168.43.77,53,51145,BENIGN
2023-07-07 19:32:13.945631,8.8.8.8,192.168.43.77,53,36058,BENIGN
2023-07-07 19:32:13.945914,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,41610,BENIGN
2023-07-07 19:32:13.947194,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,51487,BENIGN
2023-07-07 19:32:13.947702,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:83b6:c099:810c:0:73c5:6b1b,56716,443,BENIGN
2023-07-07 19:32:13.948098,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:83b6:c099:810c:0:73c5:6b1b,56726,443,BENIGN
2023-07-07 19:32:13.948305,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:83b6:c099:810c:0:73c5:6b1b,56730,443,BENIGN
2023-07-07 19:32:14.031201,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:8392:e6aa:b639:60c:6813:9a53,33644,443,BENIGN
2023-07-07 19:32:14.075458,2606:4700:83b6:c099:810c:0:73c5:6b1b,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,56730,BENIGN
2023-07-07 19:32:14.075483,2606:4700:83b6:c099:810c:0:73c5:6b1b,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,56716,BENIGN
2023-07-07 19:32:14.075614,2606:4700:83b6:c099:810c:0:73c5:6b1b,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,56726,BENIGN
2023-07-07 19:32:14.329753,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:8392:e6aa:b639:60c:6813:9a53,56716,443,BENIGN
2023-07-07 19:32:14.408107,2606:4700:8392:e6aa:b639:60c:6813:9a53,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,33644,BENIGN
2023-07-07 19:32:14.593234,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:81a::200e,443,33644,BENIGN
2023-07-07 19:32:14.850232,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4003:c00::9b,443,45494,BENIGN
2023-07-07 19:32:15.190719,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:83b6:c099:810c:0:73c5:6b1b,443,39938,BENIGN
2023-07-07 19:32:15.190767,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:83b6:c099:810c:0:73c5:6b1b,39982,443,BENIGN
2023-07-07 19:32:15.217662,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2a03:2880:f044:10:face:b00c:0:3,45080,443,BENIGN
2023-07-07 19:32:15.315227,2606:4700:83b6:c099:810c:0:73c5:6b1b,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,39982,BENIGN
2023-07-07 19:32:16.648190,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:83b6:c099:810c:0:73c5:6b1b,443,39982,BENIGN
2023-07-07 19:32:16.899213,192.168.43.77,8.8.8.8,41770,53,BENIGN
2023-07-07 19:32:16.899314,192.168.43.77,8.8.8.8,37990,53,BENIGN
2023-07-07 19:32:16.899403,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,58252,53,BENIGN
2023-07-07 19:32:16.899459,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,59164,53,BENIGN
2023-07-07 19:32:17.152924,8.8.8.8,192.168.43.77,53,37990,BENIGN
2023-07-07 19:32:17.157406,8.8.8.8,192.168.43.77,53,41770,BENIGN
2023-07-07 19:32:17.158036,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,58252,BENIGN
2023-07-07 19:32:17.162346,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,55098,53,BENIGN
2023-07-07 19:32:17.162578,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,56290,53,BENIGN
2023-07-07 19:32:17.164495,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:91b6:c099:810c:0:73c5:6b1b,45414,443,BENIGN
2023-07-07 19:32:17.165598,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,55098,BENIGN
2023-07-07 19:32:17.170128,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,59164,BENIGN
2023-07-07 19:32:17.236176,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,56290,BENIGN
2023-07-07 19:32:17.251318,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4003:c00::9b,53,56290,BENIGN
2023-07-07 19:32:17.294201,2606:4700:91b6:c099:810c:0:73c5:6b1b,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,45414,BENIGN
2023-07-07 19:32:17.452466,192.168.43.77,8.8.8.8,35348,53,BENIGN
2023-07-07 19:32:17.452869,192.168.43.77,8.8.8.8,36328,53,BENIGN
2023-07-07 19:32:17.453120,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,45877,53,BENIGN
2023-07-07 19:32:17.453416,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,57100,53,BENIGN
2023-07-07 19:32:17.488979,8.8.8.8,192.168.43.77,53,36328,BENIGN
2023-07-07 19:32:17.489619,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,45877,BENIGN
2023-07-07 19:32:17.489892,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,57100,BENIGN
2023-07-07 19:32:17.492977,8.8.8.8,192.168.43.77,53,35348,BENIGN
2023-07-07 19:32:17.494082,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2a04:4e42:42::485,49578,443,BENIGN
2023-07-07 19:32:17.494402,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2a04:4e42:42::485,49584,443,BENIGN
2023-07-07 19:32:17.551173,2a04:4e42:42::485,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,49578,BENIGN
2023-07-07 19:32:17.555008,2a04:4e42:42::485,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,49584,BENIGN
2023-07-07 19:32:17.583858,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:91b6:c099:810c:0:73c5:6b1b,45424,443,BENIGN
2023-07-07 19:32:17.676418,2606:4700:91b6:c099:810c:0:73c5:6b1b,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,45424,BENIGN
2023-07-07 19:32:17.747324,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2a04:4e42:42::485,443,49584,BENIGN
2023-07-07 19:32:17.747368,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2a04:4e42:42::485,47780,443,BENIGN
2023-07-07 19:32:17.847251,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:814::2008,49578,443,BENIGN
2023-07-07 19:32:18.277283,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:83b6:c099:810c:0:73c5:6b1b,443,49578,BENIGN
2023-07-07 19:32:18.501590,fe80::dc63:a5ff:fe47:d890,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,44184,80,BENIGN
2023-07-07 19:32:18.501634,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,fe80::dc63:a5ff:fe47:d890,44184,80,BENIGN
2023-07-07 19:32:18.647634,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2a04:4e42:42::485,80,44184,BENIGN
2023-07-07 19:32:18.987958,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:91b6:c099:810c:0:73c5:6b1b,443,45424,BENIGN
2023-07-07 19:32:18.988004,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:91b6:c099:810c:0:73c5:6b1b,55477,443,BENIGN
2023-07-07 19:32:19.287950,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:91b6:c099:810c:0:73c5:6b1b,443,48544,BENIGN
2023-07-07 19:32:19.394317,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:81a::200e,55477,443,BENIGN
